cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight,zraw
ABaraaapapa:280,ABaraaapapa,280,0,0,0,0,0,0,0,0,0,0,0
ABaraaapapp:280,ABaraaapapp,280,0,0,0,0,0,0,0,0,0,0,0
ABaraaapp:172,ABaraaapp,172,11200,-13800,-47,-46,11200,50.7,202,162,38,484569,13.8
ABaraaappa:232,ABaraaappa,232,11172,-13828,-10,-9,11172,56.2,159,192,33,483440,11.6
ABaraaappaa:305,ABaraaappaa,305,0,0,0,0,0,0,0,0,0,0,0
ABaraaappap:305,ABaraaappap,305,0,0,0,0,0,0,0,0,0,0,0
ABaraaappp:232,ABaraaappp,232,11200,-13800,3,-1,11200,59.6,197,187,32,390520,10.2
ABaraaapppa:300,ABaraaapppa,300,0,0,0,0,0,0,0,0,0,0,0
ABaraaapppp:300,ABaraaapppp,300,0,0,0,0,0,0,0,0,0,0,0
ABaraap:104,ABaraap,104,11808,-13192,-18,-18,11808,62.4,211,255,52,527818,9.1
ABaraapa:133,ABaraapa,133,11516,-13484,-29,-28,11516,65,188,258,46,385867,8.1
ABaraapaa:172,ABaraapaa,172,11221,-13779,-32,-36,11221,49.1,164,266,38,505182,14.5
ABaraapaaa:230,ABaraapaaa,230,11186,-13814,-88,-112,11186,34.9,164,259,32,499017,20.2
ABaraapaaaa:300,ABaraapaaaa,300,0,0,0,0,0,0,0,0,0,0,0
ABaraapaaap:300,ABaraapaaap,300,0,0,0,0,0,0,0,0,0,0,0
ABaraapaap:230,ABaraapaap,230,11190,-13810,-83,-99,11190,21.2,193,271,35,569480,25.8
ABaraapaapa:285,ABaraapaapa,285,0,0,0,0,0,0,0,0,0,0,0
ABaraapaapp:285,ABaraapaapp,285,0,0,0,0,0,0,0,0,0,0,0
ABaraapap:172,ABaraapap,172,11162,-13838,-46,-42,11162,50.1,216,273,38,392000,14.1
ABaraapapa:230,ABaraapapa,230,11169,-13831,-91,-95,11169,22.4,225,281,37,637893,25.3
ABaraapapaa:280,ABaraapapaa,280,0,0,0,0,0,0,0,0,0,0,0
ABaraapapaad:410,ABaraapapaad,410,0,0,0,0,0,0,0,0,0,0,0
ABaraapapaav:410,ABaraapapaav,410,0,0,0,0,0,0,0,0,0,0,0
ABaraapapap:280,ABaraapapap,280,0,0,0,0,0,0,0,0,0,0,0
ABaraapapp:230,ABaraapapp,230,11158,-13842,-166,-154,11158,16.8,264,288,35,519635,27.5
ABaraapappa:325,ABaraapappa,325,0,0,0,0,0,0,0,0,0,0,0
ABaraapappp:325,ABaraapappp,325,0,0,0,0,0,0,0,0,0,0,0
ABaraapp:133,ABaraapp,133,11460,-13540,-38,-35,11460,68.1,263,278,45,239769,6.7
ABaraappa:172,ABaraappa,172,11183,-13817,-40,-40,11183,48,231,241,38,410036,14.9
ABaraappaa:230,ABaraappaa,230,11230,-13770,-109,-113,11230,21.5,171,222,33,550275,25.6
ABaraappaaa:305,ABaraappaaa,305,0,0,0,0,0,0,0,0,0,0,0
ABaraappaap:305,ABaraappaap,305,0,0,0,0,0,0,0,0,0,0,0
ABaraappap:230,ABaraappap,230,11195,-13805,-71,-83,11195,18.4,214,226,34,514879,26.9
ABaraappapa:285,ABaraappapa,285,0,0,0,0,0,0,0,0,0,0,0
ABaraappapp:285,ABaraappapp,285,0,0,0,0,0,0,0,0,0,0,0
ABaraappp:172,ABaraappp,172,11129,-13871,-48,-50,11129,50.6,284,245,38,349559,13.8
ABaraapppa:230,ABaraapppa,230,11179,-13821,-46,-53,11179,26.3,250,225,38,665816,23.7
ABaraapppaa:280,ABaraapppaa,280,0,0,0,0,0,0,0,0,0,0,0
ABaraapppaad:410,ABaraapppaad,410,0,0,0,0,0,0,0,0,0,0,0
ABaraapppaav:410,ABaraapppaav,410,0,0,0,0,0,0,0,0,0,0,0
ABaraapppap:280,ABaraapppap,280,0,0,0,0,0,0,0,0,0,0,0
ABaraapppp:230,ABaraapppp,230,11168,-13832,-121,-133,11168,15.7,287,213,34,523073,27.9
ABaraappppa:320,ABaraappppa,320,0,0,0,0,0,0,0,0,0,0,0
ABaraappppp:320,ABaraappppp,320,0,0,0,0,0,0,0,0,0,0,0
ABarap:74,ABarap,74,11863,-13137,57,57,11863,45,277,157,56,763957,16.1
ABarapa:104,ABarapa,104,11941,-13059,39,38,11941,45.4,203,160,52,821436,15.9
ABarapaa:133,ABarapaa,133,11510,-13490,-2,-3,11510,63.4,224,182,45,345577,8.7
ABarapaaa:172,ABarapaaa,172,11129,-13871,-55,-57,11129,66.8,204,210,39,452922,7.3
ABarapaaaa:235,ABarapaaaa,235,11161,-13839,-9,-16,11161,68.5,204,232,33,427597,6.6
ABarapaaaaa:320,ABarapaaaaa,320,0,0,0,0,0,0,0,0,0,0,0
ABarapaaaap:320,ABarapaaaap,320,0,0,0,0,0,0,0,0,0,0,0
ABarapaaap:235,ABarapaaap,235,11106,-13894,-4,-10,11106,75.2,240,246,33,374896,3.9
ABarapaaapa:325,ABarapaaapa,325,0,0,0,0,0,0,0,0,0,0,0
ABarapaaapp:325,ABarapaaapp,325,0,0,0,0,0,0,0,0,0,0,0
ABarapaap:172,ABarapaap,172,11136,-13864,-54,-58,11136,62.1,248,206,38,325372,9.2
ABarapaapa:230,ABarapaapa,230,11107,-13893,-89,-96,11107,50.9,224,212,33,477653,13.7
ABarapaapaa:340,ABarapaapaa,340,0,0,0,0,0,0,0,0,0,0,0
ABarapaapap:340,ABarapaapap,340,0,0,0,0,0,0,0,0,0,0,0
ABarapaapp:230,ABarapaapp,230,11109,-13891,-69,-71,11109,47.8,256,253,35,473187,15
ABarapaappa:285,ABarapaappa,285,0,0,0,0,0,0,0,0,0,0,0
ABarapaappp:285,ABarapaappp,285,0,0,0,0,0,0,0,0,0,0,0
ABarapap:133,ABarapap,133,11470,-13530,-33,-34,11470,66.6,300,186,44,226260,7.4
ABarapapa:172,ABarapapa,172,11087,-13913,-62,-67,11087,71.7,284,188,38,286202,5.3
ABarapapaa:215,ABarapapaa,215,11029,-13971,-62,-70,11029,67.3,266,234,31,304125,7.1
ABarapapaaa:305,ABarapapaaa,305,0,0,0,0,0,0,0,0,0,0,0
ABarapapaap:305,ABarapapaap,305,0,0,0,0,0,0,0,0,0,0,0
ABarapapaapa:390,ABarapapaapa,390,0,0,0,0,0,0,0,0,0,0,0
ABarapapaapp:390,ABarapapaapp,390,0,0,0,0,0,0,0,0,0,0,0
ABarapapap:215,ABarapapap,215,11053,-13947,-26,-29,11053,71.9,312,252,33,265897,5.2
ABarapapapa:280,ABarapapapa,280,0,0,0,0,0,0,0,0,0,0,0
ABarapapapp:280,ABarapapapp,280,0,0,0,0,0,0,0,0,0,0,0
ABarapapp:172,ABarapapp,172,11116,-13884,-49,-50,11116,60.3,330,189,39,277589,9.9
ABarapappa:211,ABarapappa,211,11142,-13858,-45,-51,11142,48.5,275,206,33,431540,14.6
ABarapappaa:320,ABarapappaa,320,0,0,0,0,0,0,0,0,0,0,0
ABarapappap:320,ABarapappap,320,0,0,0,0,0,0,0,0,0,0,0
ABarapappp:211,ABarapappp,211,11083,-13917,-55,-53,11083,59.1,334,225,38,389786,10.4
ABarapapppa:260,ABarapapppa,260,11267,-13733,-65,-85,11267,51.5,291,211,41,913837,13.5
ABarapapppp:260,ABarapapppp,260,11142,-13858,-155,-164,11142,43.2,349,232,35,375375,16.8
ABarapp:104,ABarapp,104,11785,-13215,-34,-34,11785,64,301,175,49,419131,8.4
ABarappa:133,ABarappa,133,11429,-13571,-16,-16,11429,54.7,316,157,42,319721,12.2
ABarappaa:172,ABarappaa,172,11187,-13813,25,21,11187,59.7,266,160,38,454381,10.2
ABarappaaa:230,ABarappaaa,230,11116,-13884,-31,-34,11116,73.7,252,194,32,370626,4.5
ABarappaaaa:305,ABarappaaaa,305,0,0,0,0,0,0,0,0,0,0,0
ABarappaaap:305,ABarappaaap,305,0,0,0,0,0,0,0,0,0,0,0
ABarappaap:230,ABarappaap,230,11134,-13866,18,15,11134,66.3,292,198,30,307887,7.5
ABarappaapa:315,ABarappaapa,315,0,0,0,0,0,0,0,0,0,0,0
ABarappaapp:315,ABarappaapp,315,0,0,0,0,0,0,0,0,0,0,0
ABarappap:172,ABarappap,172,11131,-13869,-33,-31,11131,55.2,316,132,38,454153,12
ABarappapa:220,ABarappapa,220,11127,-13873,-3,-4,11127,69.2,299,148,36,465026,6.3
ABarappapaa:295,ABarappapaa,295,0,0,0,0,0,0,0,0,0,0,0
ABarappapap:295,ABarappapap,295,0,0,0,0,0,0,0,0,0,0,0
ABarappapapa:405,ABarappapapa,405,0,0,0,0,0,0,0,0,0,0,0
ABarappapapp:405,ABarappapapp,405,0,0,0,0,0,0,0,0,0,0,0
ABarappapp:220,ABarappapp,220,11094,-13906,1,3,11094,70.2,348,158,34,348624,5.9
ABarappappa:300,ABarappappa,300,0,0,0,0,0,0,0,0,0,0,0
ABarappappp:300,ABarappappp,300,0,0,0,0,0,0,0,0,0,0,0
ABarappp:133,ABarappp,133,11426,-13574,-35,-33,11426,44.9,373,174,42,328695,16.2
ABarapppa:172,ABarapppa,172,11175,-13825,-39,-43,11175,41.8,268,141,38,544758,17.4
ABarapppaa:221,ABarapppaa,221,11109,-13891,-38,-36,11109,66.9,221,162,33,481670,7.3
ABarapppaaa:295,ABarapppaaa,295,0,0,0,0,0,0,0,0,0,0,0
ABarapppaap:295,ABarapppaap,295,0,0,0,0,0,0,0,0,0,0,0
ABarapppap:221,ABarapppap,221,11092,-13908,-69,-70,11092,63.5,264,168,31,397630,8.6
ABarapppapa:295,ABarapppapa,295,0,0,0,0,0,0,0,0,0,0,0
ABarapppapp:295,ABarapppapp,295,0,0,0,0,0,0,0,0,0,0,0
ABarapppp:172,ABarapppp,172,11184,-13816,-55,-58,11184,34.6,320,123,41,663992,20.3
ABarappppa:220,ABarappppa,220,11159,-13841,10,5,11159,60.8,255,138,34,509558,9.7
ABarappppaa:295,ABarappppaa,295,0,0,0,0,0,0,0,0,0,0,0
ABarappppap:295,ABarappppap,295,0,0,0,0,0,0,0,0,0,0,0
ABarappppp:220,ABarappppp,220,11200,-13800,5,-2,11200,52.2,301,124,37,635111,13.1
ABarapppppa:290,ABarapppppa,290,0,0,0,0,0,0,0,0,0,0,0
ABarapppppaa:405,ABarapppppaa,405,0,0,0,0,0,0,0,0,0,0,0
ABarapppppap:405,ABarapppppap,405,0,0,0,0,0,0,0,0,0,0,0
ABarapppppp:290,ABarapppppp,290,0,0,0,0,0,0,0,0,0,0,0
ABarp:52,ABarp,52,12719,-12281,877,877,12719,-15.9,330,145,67,2502001,40.7
ABarpa:74,ABarpa,74,12530,-12470,429,426,12530,-11.5,250,139,61,2396462,38.9
ABarpaa:104,ABarpaa,104,12468,-12532,290,291,12468,-7.6,196,149,53,1541224,37.4
ABarpaaa:133,ABarpaaa,133,11724,-13276,62,62,11724,-8.7,190,154,44,861822,37.8
ABarpaaaa:172,ABarpaaaa,172,11404,-13596,-23,-22,11404,-47.5,173,250,39,788688,53.6
ABarpaaaaa:240,ABarpaaaaa,240,11317,-13683,-32,-24,11317,-42,152,256,33,533691,51.3
ABarpaaaaal:320,ABarpaaaaal,320,0,0,0,0,0,0,0,0,0,0,0
ABarpaaaaar:320,ABarpaaaaar,320,0,0,0,0,0,0,0,0,0,0,0
ABarpaaaap:240,ABarpaaaap,240,11360,-13640,-53,-63,11360,-52.2,185,272,31,458827,55.5
ABarpaaaapa:320,ABarpaaaapa,320,0,0,0,0,0,0,0,0,0,0,0
ABarpaaaapp:320,ABarpaaaapp,320,0,0,0,0,0,0,0,0,0,0,0
ABarpaaap:172,ABarpaaap,172,11363,-13637,-87,-94,11363,-53.1,226,245,35,627390,55.9
ABarpaaapa:240,ABarpaaapa,240,11328,-13672,-75,-80,11328,-42.3,208,244,30,443399,51.5
ABarpaaapaa:315,ABarpaaapaa,315,0,0,0,0,0,0,0,0,0,0,0
ABarpaaapap:315,ABarpaaapap,315,0,0,0,0,0,0,0,0,0,0,0
ABarpaaapp:240,ABarpaaapp,240,11392,-13608,-42,-65,11392,-57.1,232,233,32,511241,57.5
ABarpaap:133,ABarpaap,133,11818,-13182,-32,-30,11818,-17.6,248,142,47,928086,41.4
ABarpaapa:172,ABarpaapa,172,11352,-13648,-138,-141,11352,-51.2,268,247,40,728247,55
ABarpaapaa:220,ABarpaapaa,220,11361,-13639,-47,-65,11361,-44.3,256,243,30,446725,52.3
ABarpaapap:220,ABarpaapap,220,11418,-13582,-61,-71,11418,-52.2,307,260,37,656438,55.5
ABarpaapp:172,ABarpaapp,172,11383,-13617,-132,-132,11383,-49.2,345,231,41,758190,54.2
ABarpaappa:215,ABarpaappa,215,11414,-13586,-69,-80,11414,-53.2,346,233,36,669033,55.9
ABarpaappp:215,ABarpaappp,215,11348,-13652,-167,-175,11348,-53.1,400,229,36,660042,55.8
ABarpap:104,ABarpap,104,12007,-12993,22,22,12007,15.8,275,193,51,845705,27.9
ABarpapa:133,ABarpapa,133,11600,-13400,-78,-80,11600,15.4,254,150,44,613535,28.1
ABarpapaa:172,ABarpapaa,172,11380,-13620,-76,-84,11380,-44,207,183,39,766469,52.1
ABarpapaaa:231,ABarpapaaa,231,11354,-13646,-40,-40,11354,-47.3,163,218,32,504771,53.5
ABarpapaaaa:320,ABarpapaaaa,320,0,0,0,0,0,0,0,0,0,0,0
ABarpapaaap:320,ABarpapaaap,320,0,0,0,0,0,0,0,0,0,0,0
ABarpapaap:231,ABarpapaap,231,11419,-13581,-5,-20,11419,-46.1,206,202,31,453751,53
ABarpapaapa:290,ABarpapaapa,290,0,0,0,0,0,0,0,0,0,0,0
ABarpapaapp:290,ABarpapaapp,290,0,0,0,0,0,0,0,0,0,0,0
ABarpapaappa:381,ABarpapaappa,381,0,0,0,0,0,0,0,0,0,0,0
ABarpapaappp:381,ABarpapaappp,381,0,0,0,0,0,0,0,0,0,0,0
ABarpapap:172,ABarpapap,172,11397,-13603,-72,-86,11397,-46.5,269,178,37,676193,53.2
ABarpapapa:230,ABarpapapa,230,11384,-13616,-62,-84,11384,-49.7,238,204,31,457591,54.5
ABarpapapp:230,ABarpapapp,230,11386,-13614,-74,-83,11386,-49.5,277,213,31,454185,54.4
ABarpapp:133,ABarpapp,133,11564,-13436,-81,-81,11564,9.1,340,164,46,601906,30.6
ABarpappa:172,ABarpappa,172,11306,-13694,-145,-151,11306,-46.3,309,160,37,677019,53
ABarpappaa:240,ABarpappaa,240,11348,-13652,-69,-84,11348,-51.2,255,163,32,539108,55
ABarpappap:240,ABarpappap,240,11332,-13668,-61,-56,11332,-46.2,286,155,35,643157,53
ABarpappp:172,ABarpappp,172,11317,-13683,-137,-147,11317,-29.9,348,164,39,678494,46.4
ABarpapppa:220,ABarpapppa,220,11322,-13678,-78,-88,11322,-36.1,306,173,31,461635,48.9
ABarpapppp:220,ABarpapppp,220,11329,-13671,-68,-71,11329,-38.1,342,137,36,652580,49.8
ABarpp:74,ABarpp,74,12667,-12333,542,553,12667,-18.2,374,133,61,2254942,41.7
ABarppa:104,ABarppa,104,12570,-12430,384,384,12570,-23.6,291,129,53,1626383,43.9
ABarppaa:133,ABarppaa,133,11915,-13085,163,161,11915,-38.6,299,171,45,932322,49.9
ABarppaaa:172,ABarppaaa,172,11440,-13560,-35,-45,11440,-51.9,331,287,36,687864,55.4
ABarppaaaa:235,ABarppaaaa,235,11469,-13531,-72,-86,11469,-55.5,340,308,30,444298,56.8
ABarppaaap:235,ABarppaaap,235,11426,-13574,-94,-102,11426,-52.8,390,326,34,543124,55.7
ABarppaap:172,ABarppaap,172,11449,-13551,-30,-32,11449,-53,393,294,40,817787,55.8
ABarppaapa:230,ABarppaapa,230,11445,-13555,-78,-84,11445,-53.9,413,278,37,659871,56.2
ABarppaapp:230,ABarppaapp,230,11415,-13585,-149,-102,11415,-46.1,467,332,32,511048,53
ABarppaappa:435,ABarppaappa,435,0,0,0,0,0,0,0,0,0,0,0
ABarppaappp:435,ABarppaappp,435,0,0,0,0,0,0,0,0,0,0,0
ABarppap:133,ABarppap,133,11867,-13133,69,87,11867,-39.5,377,187,46,919941,50.3
ABarppapa:172,ABarppapa,172,11423,-13577,-50,-54,11423,-49.1,443,313,39,801877,54.2
ABarppapaa:230,ABarppapaa,230,11437,-13563,-79,-85,11437,-42.5,429,363,32,506932,51.5
ABarppapap:230,ABarppapap,230,11509,-13491,-164,-151,11509,-29.9,480,371,34,541196,46.5
ABarppapp:172,ABarppapp,172,11648,-13352,28,45,11648,-34.5,524,332,40,840325,48.3
ABarppappa:230,ABarppappa,230,14013,-10987,2145,2141,14013,-28.9,522,351,34,532805,46
ABarppappp:230,ABarppappp,230,14422,-10578,2501,2498,14422,-2.5,577,347,34,545088,35.3
ABarppp:104,ABarppp,104,12219,-12781,111,109,12219,-3.2,365,138,52,1214838,35.6
ABarpppa:133,ABarpppa,133,11784,-13216,79,75,11784,-17.3,380,156,45,819645,41.3
ABarpppaa:172,ABarpppaa,172,11447,-13553,-94,-103,11447,-52.4,365,176,39,801969,55.5
ABarpppaaa:235,ABarpppaaa,235,11334,-13666,-143,-155,11334,-50.7,333,172,30,457999,54.9
ABarpppaap:235,ABarpppaap,235,11399,-13601,-21,-25,11399,-45.1,379,143,34,537848,52.6
ABarpppap:172,ABarpppap,172,11482,-13518,-47,-55,11482,-44.3,416,169,38,757222,52.3
ABarpppapa:230,ABarpppapa,230,11493,-13507,-124,-118,11493,-54.4,407,172,36,638825,56.4
ABarpppapp:230,ABarpppapp,230,11449,-13551,-125,-98,11449,-41.1,462,147,32,499913,51
ABarpppappa:430,ABarpppappa,430,0,0,0,0,0,0,0,0,0,0,0
ABarpppappp:430,ABarpppappp,430,0,0,0,0,0,0,0,0,0,0,0
ABarpppp:133,ABarpppp,133,11732,-13268,-160,-86,11732,-20,462,189,46,853855,42.4
ABarppppa:172,ABarppppa,172,11436,-13564,-84,-67,11436,-36.9,450,171,38,766069,49.3
ABarppppaa:230,ABarppppaa,230,11434,-13566,6,5,11434,-34.4,410,114,34,570164,48.2
ABarppppap:230,ABarppppap,230,11503,-13497,-171,-106,11503,-22,462,116,34,559890,43.2
ABarppppp:172,ABarppppp,172,11614,-13386,14,17,11614,-27.4,524,182,41,906928,45.4
ABarpppppa:225,ABarpppppa,225,13951,-11049,2081,2080,13951,-29.8,512,145,34,584244,46.4
ABarpppppp:225,ABarpppppp,225,13948,-11052,2038,2040,13948,-10.7,569,166,34,572795,38.6
ABp:17,ABp,17,12144,-12856,860,860,12144,-31.2,368,232,74,2066808,47
ABpl:34,ABpl,34,12418,-12582,905,905,12418,-30,345,328,79,4217047,46.4
ABpla:52,ABpla,52,12891,-12109,1030,1030,12891,-39.8,263,250,68,2985052,50.5
ABplaa:74,ABplaa,74,12325,-12675,189,188,12325,-39,218,263,61,2337615,50.1
ABplaaa:104,ABplaaa,104,12078,-12922,-155,-157,12078,-45.5,189,250,53,1584833,52.7
ABplaaaa:133,ABplaaaa,133,11767,-13233,-30,-29,11767,-29.6,126,253,46,928928,46.3
ABplaaaaa:172,ABplaaaaa,172,11298,-13702,-57,-56,11298,-36.1,152,322,40,795626,48.9
ABplaaaaaa:230,ABplaaaaaa,230,11283,-13717,-38,-40,11283,-49.4,168,317,33,560739,54.3
ABplaaaaaaa:320,ABplaaaaaaa,320,0,0,0,0,0,0,0,0,0,0,0
ABplaaaaaap:320,ABplaaaaaap,320,0,0,0,0,0,0,0,0,0,0,0
ABplaaaaap:230,ABplaaaaap,230,11281,-13719,-78,-80,11281,-47.3,205,315,32,505091,53.5
ABplaaaaapa:295,ABplaaaaapa,295,0,0,0,0,0,0,0,0,0,0,0
ABplaaaaapp:295,ABplaaaaapp,295,0,0,0,0,0,0,0,0,0,0,0
ABplaaaaappa:385,ABplaaaaappa,385,0,0,0,0,0,0,0,0,0,0,0
ABplaaaaappp:385,ABplaaaaappp,385,0,0,0,0,0,0,0,0,0,0,0
ABplaaaap:172,ABplaaaap,172,11350,-13650,-81,-89,11350,-49,199,311,38,689374,54.2
ABplaaaapa:230,ABplaaaapa,230,11394,-13606,-14,-24,11394,-55,226,290,32,527113,56.6
ABplaaaapp:230,ABplaaaapp,230,11293,-13707,-98,-104,11293,-49.5,266,289,32,501998,54.3
ABplaaap:133,ABplaaap,133,11695,-13305,-150,-154,11695,-43.5,211,226,45,877304,51.9
ABplaaapa:172,ABplaaapa,172,11340,-13660,-110,-120,11340,-52.7,240,310,38,739808,55.6
ABplaaapaa:240,ABplaaapaa,240,11338,-13662,-93,-92,11338,-52.7,250,336,30,464492,55.7
ABplaaapap:240,ABplaaapap,240,11326,-13674,-96,-118,11326,-50.7,289,353,34,616780,54.9
ABplaaapp:172,ABplaaapp,172,11311,-13689,-114,-119,11311,-47.3,301,324,39,709878,53.5
ABplaaappa:225,ABplaaappa,225,11340,-13660,-103,-128,11340,-53.2,317,346,34,590638,55.9
ABplaaappp:225,ABplaaappp,225,11335,-13665,-116,-122,11335,-52.6,363,350,34,572221,55.7
ABplaap:104,ABplaap,104,12029,-12971,-102,-102,12029,-28.1,260,302,54,1421327,45.7
ABplaapa:133,ABplaapa,133,11710,-13290,-120,-122,11710,-41.9,177,297,45,914547,51.3
ABplaapaa:172,ABplaapaa,172,11282,-13718,-76,-77,11282,-33.7,192,368,40,823005,48
ABplaapaaa:230,ABplaapaaa,230,11276,-13724,10,15,11276,-38.6,179,367,34,602539,49.9
ABplaapaaaa:310,ABplaapaaaa,310,0,0,0,0,0,0,0,0,0,0,0
ABplaapaaap:310,ABplaapaaap,310,0,0,0,0,0,0,0,0,0,0,0
ABplaapaap:230,ABplaapaap,230,11267,-13733,-35,-44,11267,-41.4,226,372,35,643844,51.1
ABplaapaapa:290,ABplaapaapa,290,0,0,0,0,0,0,0,0,0,0,0
ABplaapaapp:290,ABplaapaapp,290,0,0,0,0,0,0,0,0,0,0,0
ABplaapap:172,ABplaapap,172,11297,-13703,-113,-120,11297,-42.1,259,369,39,746385,51.4
ABplaapapa:230,ABplaapapa,230,11244,-13756,-38,-39,11244,-32.8,252,394,34,600912,47.6
ABplaapapaa:310,ABplaapapaa,310,0,0,0,0,0,0,0,0,0,0,0
ABplaapapap:310,ABplaapapap,310,0,0,0,0,0,0,0,0,0,0,0
ABplaapapp:230,ABplaapapp,230,11322,-13678,-19,-29,11322,-38.4,286,376,36,700694,49.9
ABplaapappa:285,ABplaapappa,285,0,0,0,0,0,0,0,0,0,0,0
ABplaapappp:285,ABplaapappp,285,0,0,0,0,0,0,0,0,0,0,0
ABplaapapppa:395,ABplaapapppa,395,0,0,0,0,0,0,0,0,0,0,0
ABplaapapppp:395,ABplaapapppp,395,0,0,0,0,0,0,0,0,0,0,0
ABplaapp:133,ABplaapp,133,11736,-13264,-132,-133,11736,-36.8,262,281,47,856536,49.2
ABplaappa:172,ABplaappa,172,11291,-13709,-98,-101,11291,-32.8,290,386,40,751528,47.6
ABplaappaa:230,ABplaappaa,230,11202,-13798,-52,-55,11202,-21.5,288,422,30,463265,43
ABplaappap:230,ABplaappap,230,11277,-13723,-34,-43,11277,-25.7,338,410,35,582492,44.7
ABplaappp:172,ABplaappp,172,11345,-13655,-112,-115,11345,-25.5,349,388,43,773010,44.7
ABplaapppa:215,ABplaapppa,215,11326,-13674,-59,-62,11326,-16,369,418,36,631535,40.8
ABplaapppp:215,ABplaapppp,215,11316,-13684,-87,-95,11316,-12.9,411,412,38,725165,39.5
ABplap:74,ABplap,74,12224,-12776,105,106,12224,-36.6,322,240,59,2191565,49.2
ABplapa:104,ABplapa,104,12249,-12751,61,61,12249,-40.6,268,213,53,1590838,50.8
ABplapaa:133,ABplapaa,133,11806,-13194,-12,-18,11806,-49,268,228,44,849423,54.2
ABplapaaa:172,ABplapaaa,172,11337,-13663,-84,-86,11337,-47.2,336,364,38,723402,53.4
ABplapaaaa:220,ABplapaaaa,220,11320,-13680,-53,-60,11320,-35,351,374,33,517619,48.5
ABplapaaaaa:310,ABplapaaaaa,310,0,0,0,0,0,0,0,0,0,0,0
ABplapaaaap:310,ABplapaaaap,310,0,0,0,0,0,0,0,0,0,0,0
ABplapaaaapa:420,ABplapaaaapa,420,0,0,0,0,0,0,0,0,0,0,0
ABplapaaaapp:420,ABplapaaaapp,420,0,0,0,0,0,0,0,0,0,0,0
ABplapaaap:220,ABplapaaap,220,11394,-13606,-59,-67,11394,-36.5,393,366,34,589115,49.1
ABplapaaapa:305,ABplapaaapa,305,0,0,0,0,0,0,0,0,0,0,0
ABplapaaapad:420,ABplapaaapad,420,0,0,0,0,0,0,0,0,0,0,0
ABplapaaapav:420,ABplapaaapav,420,0,0,0,0,0,0,0,0,0,0,0
ABplapaaapp:305,ABplapaaapp,305,0,0,0,0,0,0,0,0,0,0,0
ABplapaap:172,ABplapaap,172,11402,-13598,-16,-20,11402,-45.2,392,367,38,713482,52.6
ABplapaapa:220,ABplapaapa,220,11365,-13635,-22,-22,11365,-34.8,411,392,31,551142,48.4
ABplapaapp:220,ABplapaapp,220,11366,-13634,-86,-74,11366,-24,450,400,33,516144,44
ABplapap:133,ABplapap,133,11762,-13238,-131,-118,11762,-46.4,324,225,46,858926,53.1
ABplapapa:172,ABplapapa,172,11326,-13674,-102,-104,11326,-45,423,350,40,709590,52.6
ABplapapaa:215,ABplapapaa,215,11383,-13617,-165,-142,11383,-24.2,521,378,36,613444,44.1
ABplapapaaa:550,ABplapapaaa,550,0,0,0,0,0,0,0,0,0,0,0
ABplapapaap:550,ABplapapaap,550,0,0,0,0,0,0,0,0,0,0,0
ABplapapap:215,ABplapapap,215,11372,-13628,-121,-72,11372,-7.6,548,380,34,549175,37.4
ABplapapp:172,ABplapapp,172,11382,-13618,-117,-117,11382,-31.4,492,363,40,737697,47
ABplapappa:215,ABplapappa,215,11398,-13602,-52,-41,11398,0.6,578,369,35,584240,34.1
ABplapappp:215,ABplapappp,215,11380,-13620,-241,-211,11380,16.5,593,347,34,532590,27.6
ABplapapppa:300,ABplapapppa,300,0,0,0,0,0,0,0,0,0,0,0
ABplapapppp:300,ABplapapppp,300,0,0,0,0,0,0,0,0,0,0,0
ABplapappppa:395,ABplapappppa,395,0,0,0,0,0,0,0,0,0,0,0
ABplapappppaa:480,ABplapappppaa,480,0,0,0,0,0,0,0,0,0,0,0
ABplapappppap:480,ABplapappppap,480,0,0,0,0,0,0,0,0,0,0,0
ABplapappppp:395,ABplapappppp,395,0,0,0,0,0,0,0,0,0,0,0
ABplapp:104,ABplapp,104,12187,-12813,37,37,12187,-38.1,356,279,53,1534372,49.8
ABplappa:133,ABplappa,133,11793,-13207,-24,-31,11793,-44.2,335,310,46,920226,52.2
ABplappaa:172,ABplappaa,172,11356,-13644,-55,-59,11356,-26.9,417,408,40,775769,45.2
ABplappaaa:215,ABplappaaa,215,11245,-13755,-82,-75,11245,0.6,446,418,35,568707,34.1
ABplappaap:215,ABplappaap,215,11329,-13671,-88,-30,11329,15.7,485,413,34,524145,27.9
ABplappap:172,ABplappap,172,11450,-13550,39,34,11450,-17.6,469,403,41,801094,41.5
ABplappapa:215,ABplappapa,215,13251,-11749,1641,1638,13251,-12.8,489,400,34,561201,39.5
ABplappapp:215,ABplappapp,215,13349,-11651,1773,1764,13349,7.1,521,397,35,602014,31.4
ABplappp:133,ABplappp,133,11774,-13226,-221,-75,11774,-39.1,412,321,44,817280,50.2
ABplapppa:172,ABplapppa,172,11350,-13650,-36,-44,11350,0.6,505,398,38,714868,34.1
ABplapppaa:230,ABplapppaa,230,11293,-13707,-134,-153,11293,36.3,507,386,32,400079,19.6
ABplapppaaa:310,ABplapppaaa,310,0,0,0,0,0,0,0,0,0,0,0
ABplapppaap:310,ABplapppaap,310,0,0,0,0,0,0,0,0,0,0,0
